"tconst"	"title"	"release_year"	"release_date"	"MPAA"	"genre"	"runtime"	"poster_url"	"plot_short"	"plot_long"	"imdb_rating"	"num_imdb_votes"	"metacritic"	"num_user_reviews"	"num_critic_reviews"
"tt0015324"	"Sherlock Jr."	"1924"	"May 1924"	"Not Rated"	"['Action', 'Comedy', 'Romance']"	"45"	"https://m.media-amazon.com/images/M/MV5BZWFhOGU5NDctY2Q3YS00Y2VlLWI1NzEtZmIwY2ZiZjY4OTA2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg"	"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch."	"A meek and mild projectionist, who also cleans up after screenings, would like nothing better than to be a private detective. He becomes engaged to a pretty girl but a ladies man known as the Sheik vies for her affection. He gets rid of the projectionist by stealing a pocket watch belonging to the girl's father - which he pawns to buy her an expensive box of candy. He then slips the pawn ticket into the projectionist's pocket and subsequently is found by the police. He doesn't have much luck but in his dreams, he the debonair and renowned detective Sherlock Jr. who faces danger and solves the crime. In real life, the girl solves crimes quickly."	"8.2"	"36973"	""	"309"	"66"
"tt0015064"	"Der letzte Mann"	"1924"	"5 January 1925"	"Not Rated"	"Drama"	"77"	"https://m.media-amazon.com/images/M/MV5BOTBjM2M1Y2ItYTVmMi00NmY0LWIyYjEtNzVhM2UzMzNhMzVkXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_.jpg"	"An aging doorman, after being fired from his prestigious job at a luxurious Hotel is forced to face the scorn of his friends, neighbours and society."	"Emil Jannings is the doorman of the elegant Atlantic Hotel. He is proud of his uniform and function, and respected by his community. When he reaches the old age, he has difficulties to carry trucks and suitcases. The hotel manager decides to change his function to washroom attendant. This apparently simple action is enough to destroy him as a human being. He loses his self-respect and when his neighbor finds that he is janitor of the hotel, he loses the respect of his neighbors and friends."	"8.1"	"11659"	""	"58"	"79"
"tt0015881"	"Greed"	"1924"	"February 1925"	"Not Rated"	"['Drama', 'Thriller', 'Western']"	"140"	"https://m.media-amazon.com/images/M/MV5BNzFhZWQ1MjgtYTNmNy00ZjdhLWEwZDctMzJkYzE5YTQwNjIxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg"	"The sudden fortune won from a lottery fans such destructive greed that it ruins the lives of the three people involved."	"John McTeague was a simple slow man who became a dentist after working at the Big Dipper Gold Mine. He is now being hunted in Death Valley by his ex-best friend Marcus and the law. His lot was cast the day that he meet his future wife Trina in his office. She was with Marcus and she bought a lottery ticket. Well Mac fell for her and Marcus stepped aside. When Mac and Trina married, she won the Lottery for $5000 and became obsessive about the money in gold. Marcus is steamed as he stepped aside and now she is rich so he has the law shut down Mac as he has no official schooling for his dentistry. Trina fearful that they will take her gold away sells everything and takes all Mac earns when he is working. She adds to her stash of gold as they both live as paupers. When Mac has no job and no money, he leaves and Trina moves. Driven to desperation at being poor and hungry he finds Trina and demands the gold."	"8.1"	"8598"	""	"88"	"50"
"tt0015163"	"The Navigator"	"1924"	"13 October 1924"	"Unrated"	"['Action', 'Comedy', 'Romance']"	"59"	"https://m.media-amazon.com/images/M/MV5BMzA1ODQ1Nzk0MV5BMl5BanBnXkFtZTgwOTEwNTQ2MzE@._V1_.jpg"	"Two spoiled rich people find themselves trapped on an empty passenger ship."	"Rollo decides to marry his sweetheart Betsy and sail to Honolulu. When she rejects him he decides to go alone but boards the wrong ship, the ""Navigator"" owned by Betsy's father. Unaware of this, Betsy boards the ship to look for her father. whom spies capture before cutting the ship loose. It drifts out to sea with the two socialites each unaware of there being anyone else on board."	"7.7"	"8577"	""	"54"	"37"
"tt0015400"	"The Thief of Bagdad"	"1924"	"22 September 1924"	"Not Rated"	"['Adventure', 'Family', 'Fantasy', 'Romance']"	"155"	"https://m.media-amazon.com/images/M/MV5BNmM0MjdkMDQtMDMwMy00ZjE4LThjMDUtNjA4ZjkxYzM0MWRjXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg"	"A recalcitrant thief vies with a duplicitous Mongol ruler for the hand of a beautiful princess."	"A thief falls in love with the Caliph of Bagdad's daughter. The Caliph will give her hand to the suitor that brings back the rarest treasure after seven moons. The thief sets off on a magical journey while, unbeknownst to him, another suitor, the Prince of the Mongols, is not playing by the rules..."	"7.8"	"5255"	""	"58"	"64"
"tt0015175"	"Die Nibelungen: Siegfried"	"1924"	"1924"	"Not Rated"	"['Adventure', 'Drama', 'Fantasy']"	"140"	"https://m.media-amazon.com/images/M/MV5BMjA2MzQ2MDIyNl5BMl5BanBnXkFtZTgwMDA2MTA5MTE@._V1_.jpg"	"Siegfried, son of King Sigmund, hears of the beautiful sister of Gunter, King of Worms, Kriemhild. On his way to Worms, he kills a dragon and finds a treasure, the Hort. He helps Gunther to...
                    See full summary »"	"Siegfried, son of King Sigmund, hears of the beautiful sister of Gunter, King of Worms, Kriemhild. On his way to Worms, he kills a dragon and finds a treasure, the Hort. He helps Gunther to win Krimhild, a mask that makes him invisible proves to be very useful. But because Brunhild is cursing Kriemhild, she tells her what really happened. Now Brunhild wants Siegfried's head. Is Gunther going to do her that favor?"	"8.1"	"4920"	""	"28"	"50"
"tt0015174"	"Die Nibelungen: Kriemhilds Rache"	"1924"	"26 April 1924"	"Not Rated"	"['Adventure', 'Drama', 'Fantasy']"	"147"	"https://m.media-amazon.com/images/M/MV5BMWRlYWI5NDUtMDJlMC00Y2E2LWExNDItOWExNjY0MmViMTFmXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_.jpg"	"After Siegfried's dead, Kriemhild marries Etzel, the King of the Huns. She gives birth to a child, and invites her brothers for a party. She tries to persuade Etzel and the other Huns, that...
                    See full summary »"	"After Siegfried's dead, Kriemhild marries Etzel, the King of the Huns. She gives birth to a child, and invites her brothers for a party. She tries to persuade Etzel and the other Huns, that they kill Hagen, the murderer of Siegfried, but he is protected by her brothers. A fierce battle begins to force her brothers to give Hagen to her."	"7.9"	"3735"	""	"18"	"41"
"tt0014945"	"Girl Shy"	"1924"	"20 April 1924"	"Not Rated"	"['Comedy', 'Romance']"	"87"	"https://m.media-amazon.com/images/M/MV5BOTIyMjRjMDAtMjY1ZS00YjhhLWJlODUtODJjODk3MzRiMTBiXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg"	"A shy, young man, who is completely incapable of talking to women, decides to write a book that details to other bachelors how to find a girlfriend."	"Harold Meadows (Lloyd) is a shy, stuttering bachelor working in a tailor shop, who is writing a guide book for other bashful young men, ""The Secret of Making Love,"" chapters from which are portrayed as fantasy sequences. Fate has him meet rich girl, Mary (Ralston), and they fall in love. But she is about to wed an already married man, so our hero embarks upon a hair-raising daredevil ride to prevent the wedding."	"7.7"	"2968"	""	"63"	"15"
"tt0014972"	"He Who Gets Slapped"	"1924"	"2 January 1925"	""	"['Drama', 'Romance', 'Thriller']"	"95"	"https://m.media-amazon.com/images/M/MV5BOTEwMTA1OTc1NF5BMl5BanBnXkFtZTgwMzU1NjkwMjE@._V1_.jpg"	"A bitter clown endeavors to rescue the young woman he loves from the lecherous count who once betrayed him."	"Story of an inventor who, suffering betrayal in life, makes a career of it by becoming a clown whose act consists of getting slapped by all the other clowns. He falls in love with another circus performer, and those who betrayed him enter his life yet again."	"7.8"	"2858"	""	"46"	"21"
"tt0014646"	"Aelita"	"1924"	"25 September 1924"	"Not Rated"	"['Adventure', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi']"	"111"	"https://m.media-amazon.com/images/M/MV5BMTQ1MDAxMjgzOF5BMl5BanBnXkFtZTgwOTAyMTM2MTE@._V1_.jpg"	"A mysterious radio message is beamed around the world, and among the engineers who receive it are Los, the hero, and his colleague Spiridonov. Los is an individualist dreamer. Aelita is the...
                    See full summary »"	"A mysterious radio message is beamed around the world, and among the engineers who receive it are Los, the hero, and his colleague Spiridonov. Los is an individualist dreamer. Aelita is the daughter of Tuskub, the ruler of a totalitarian state on Mars in which the working class are put into cold storage when they are not needed. With a telescope, Aelita is able to watch Los. As if by telepathy, Los obsesses about being watched by her. After some hugger-mugger involving the murder of his wife and a pursuing detective, Los takes the identity of Spiridonov and builds a spaceship. With the revolutionary Gusev, he travels to Mars, but the Earthlings and Aelita are thrown into prison by the dictator. Gusev and Los begin a proletarian uprising, and Aelita offers to lead the revolution, but she then establishes her own totalitarian regime. Los is shocked by this development and attempts to stop Aelita, and then reality and fantasy become confused, and Los discovers what has really happened."	"6.5"	"2251"	""	"35"	"31"
