"tconst"	"title"	"release_year"	"release_date"	"MPAA"	"genre"	"runtime"	"poster_url"	"plot_short"	"plot_long"	"imdb_rating"	"num_imdb_votes"	"metacritic"	"num_user_reviews"	"num_critic_reviews"
"tt0012349"	"The Kid"	"1921"	"March 1921"	"Not Rated"	"['Comedy', 'Drama', 'Family']"	"68"	"https://m.media-amazon.com/images/M/MV5BZjhhMThhNDItNTY2MC00MmU1LTliNDEtNDdhZjdlNTY5ZDQ1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg"	"The Tramp cares for an abandoned child, but events put that relationship in jeopardy."	"The opening title reads: ""A comedy with a smile--and perhaps a tear"". As she leaves the charity hospital and passes a church wedding, Edna deposits her new baby with a pleading note in a limousine and goes off to commit suicide. The limo is stolen by thieves who dump the baby by a garbage can. Charlie the Tramp finds the baby and makes a home for him. Five years later Edna has become an opera star but does charity work for slum youngsters in hope of finding her boy. A doctor called by Edna discovers the note with the truth about the Kid and reports it to the authorities who come to take him away from Charlie. Before he arrives at the Orphan Asylum Charlie steals him back and takes him to a flophouse. The proprietor reads of a reward for the Kid and takes him to Edna. Charlie is later awakened by a kind policeman who reunites him with the Kid at Edna's mansion."	"8.3"	"104846"	""	"152"	"102"
"tt0012364"	"Körkarlen"	"1921"	"1 January 1921"	"Not Rated"	"['Drama', 'Fantasy', 'Horror']"	"107"	"https://m.media-amazon.com/images/M/MV5BZDJjMzU4N2MtZDkxNi00YmRkLThkZjgtYzRlNzNlYjExNzAwXkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_.jpg"	"On New Year's Eve, the driver of a ghostly carriage forces a drunken man to reflect on his selfish, wasted life."	"It's New Year's Eve. Three drunkards evoke a legend. The legend tells that the last person to die in a year, if he is a great sinner, will have to drive during the whole year the Phantom Chariot, the one that picks up the souls of the dead... David Holm, one of the three drunkards, dies at the last stroke of midnight..."	"8.1"	"9623"	""	"63"	"80"
"tt0012494"	"Der müde Tod"	"1921"	"30 January 1922"	"Not Rated"	"['Drama', 'Fantasy', 'Thriller']"	"97"	"https://m.media-amazon.com/images/M/MV5BNmQxOGUwMDUtZjdmMC00MGRiLWE1MmItZjkyODdkYzY0YWZhL2ltYWdlXkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_.jpg"	"When a woman's fiancé disappears, Death gives her three chances to save him from his fate."	"As a young couple stops and rests in a small village inn, the man is abducted by Death and is sequestered behind a huge doorless, windowless wall. The woman finds a mystic entrance and is met by Death, who tells her three separate stories set in exotic locales, all involving circumstances similar to hers. In each story, a woman, trying to save her lover from his ultimate tragic fate, fails. The young lady realizes the meaning of the tales and takes the only step she can to reunite herself with her lover."	"7.7"	"4842"	""	"34"	"42"
"tt0012532"	"Orphans of the Storm"	"1921"	"1922"	"Not Rated"	"['Drama', 'History', 'Romance']"	"150"	"https://m.media-amazon.com/images/M/MV5BODRjNjU4ZjQtZDUyZi00MDY4LWI5MTAtYTMyNTAxYWNjZjA3XkEyXkFqcGdeQXVyMjcxNjI4NTk@._V1_.jpg"	"Two orphaned sisters are caught up in the turmoil of the French Revolution, encountering misery and love along the way."	"Henriette and Louise, a foundling, are raised together as sisters. When Louise goes blind, Henriette swears to take care of her forever. They go to Paris to see if Louise's blindness can be cured, but are separated when an aristocrat lusts after Henriette and abducts her. Only Chevalier de Vaudrey is kind to her, and they fall in love. The French Revolution replaces the corrupt Aristocracy with the equally corrupt Robespierre. De Vaudrey, who has always been good to peasants, is condemned to death for being an aristocrat, and Henriette for harboring him. Will revolutionary hero Danton, the only voice for mercy in the new regime, be able to save them from the guillotine?"	"7.4"	"4556"	""	"40"	"21"
"tt0012190"	"The Four Horsemen of the Apocalypse"	"1921"	"April 1921"	"Passed"	"['Drama', 'Romance', 'War']"	"150"	"https://m.media-amazon.com/images/M/MV5BZmU3OTJkMTctMDllNy00NDk1LTk2YzEtZTE3ZTQxNjc2ZjBjXkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_.jpg"	"An extended family split up in France and Germany find themselves on opposing sides of the battlefield during World War I."	"Julio Madariaga is the Argentine patriarch of a wealthy family. He has two daughters, the elder wed to a Frenchman and the other to a German. He prefers the Frenchman and his family, especially his grandson Julio, causing jealousy from the German and his three sons. When Madariaga dies, the family splits up, each son-in-law returning to his own country. The Frenchman and his own move to Paris, where Julio becomes an artist and has an affair with an unhappily married woman, the lovely Marguerite Laurier. Her husband finds out, but before he can finalize a divorce, World War One rears its head and both sides of the family will endure great suffering in the conflict, especially since they must fight one another on the battlefield."	"7.2"	"3002"	""	"45"	"16"
"tt0012675"	"The Sheik"	"1921"	"20 November 1921"	"Passed"	"['Adventure', 'Drama', 'Romance']"	"86"	"https://m.media-amazon.com/images/M/MV5BMjE5ODg4NDU3OV5BMl5BanBnXkFtZTgwNjA1NDIwMjE@._V1_.jpg"	"A charming Arabian sheik becomes infatuated with an adventurous, modern-thinking Englishwoman and abducts her to his home in the Saharan desert."	"Sheik Ahmed (Valentino) desperately desires fiesty British socialite Diana (Ayres), so he abducts her and carries her off to his luxurious desert tent-palace. The free-spirited Diana recoils from his passionate embraces and yearns to be released. Only after being kidnapped by desert bandits does Diana realize how much she has grown to love Ahmed, who comes to her rescue in the nick of time."	"6.4"	"2999"	""	"31"	"23"
"tt0012763"	"Tol'able David"	"1921"	"31 December 1921"	""	"Drama"	"99"	"https://m.media-amazon.com/images/M/MV5BMjIwMzA3MDAyNl5BMl5BanBnXkFtZTgwNzMyNTE1MjE@._V1_.jpg"	"When three thuggish men are responsible for the death of his father and the crippling of his brother, young David must choose between supporting his family or risking his life and exacting vengeance."	"When three thuggish men are responsible for the death of his father and the crippling of his brother, young David must choose between supporting his family or risking his life and exacting vengeance."	"6.8"	"1703"	""	"15"	"7"
"tt0012651"	"Schloß Vogelöd"	"1921"	"7 April 1921"	"Not Rated"	"['Crime', 'Drama', 'Horror', 'Mystery']"	"75"	"https://m.media-amazon.com/images/M/MV5BMDk1N2I5MTQtNDdlZS00ZmRjLWE4MTEtNTVjNDE3MDAxNWEyXkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_.jpg"	"In the castle Vogeloed, a few aristocrats are awaiting baroness Safferstätt. But first count Oetsch invites himself.. Everyone thinks he murdered his brother, baroness Safferstat's first ...
                    See full summary »"	"In the castle Vogeloed, a few aristocrats are awaiting baroness Safferstätt. But first count Oetsch invites himself.. Everyone thinks he murdered his brother, baroness Safferstat's first husband, three years ago. So he is rather undesirable. But Oetsch stays; arguing he is not the murderer and will find the real one..."	"6.2"	"1326"	""	"19"	"33"
"tt0011909"	"The Affairs of Anatol"	"1921"	"25 September 1921"	"Unrated"	"['Comedy', 'Drama']"	"117"	"https://m.media-amazon.com/images/M/MV5BZGRjMmVkMGUtOWI2Mi00MWQ1LWI2ZDEtYWU4MDZkZTQ2MmJiXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg"	"Socialite Anatol Spencer seeks a better relation that he has with his wife. He sets up the friend of his youth Emilie in an apartment only to have her two-time him. He comforts the near ...
                    See full summary »"	"Socialite Anatol Spencer seeks a better relation that he has with his wife. He sets up the friend of his youth Emilie in an apartment only to have her two-time him. He comforts the near suicide Annie only to have her rob him of his wallet. ""Satan"" Synne, the ""wickedest woman in New York,"" looks promising but she's only plying her trade to help raise funds for her husband's surgery. He decides to return to his wife, with all her faults, only to find her carousing with his best friend Max."	"6.6"	"1196"	""	"18"	"3"
"tt0011904"	"The Ace of Hearts"	"1921"	"14 April 1923"	"Passed"	"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']"	"75"	"https://m.media-amazon.com/images/M/MV5BMTkwOTUyNDk1N15BMl5BanBnXkFtZTYwODI3MzI3._V1_.jpg"	"A romantic rivalry among members of a secret society becomes even tenser when one of the men is assigned to carry out an assassination."	"A secret society holds a meeting to determine what to do about a powerful and dangerous man whom they have been studying closely for the past three months. They all agree that he deserves to die. Two of the members, Farallone and Forrest, are both in love with Lilith, the group's only female member. But Lilith accepts neither of them, preferring to devote herself to the group's cause. When the group meets again and deals cards to all the members, Forrest draws the ace of hearts, meaning that he will be the one to carry out the assassination. Lilith then suddenly agrees to marry him, in order to give him courage. But after their first night together, both of them begin to feel differently about what they have planned."	"6.8"	"1018"	""	"30"	"7"
